OBJECTID,Categoria,Codigo Tramo,Poste de Referencia Inicial,Distancia Inicial,Poste de Referencia Final,Distancia Final,Nombre Ruta,Sector,Administrador,Grupo Administrador Vial,Superficie,Calzada,Ruta,Fuente,GlobalID,nombretramo,created_user,created_date,last_edited_user,last_edited_date,Territorial,revisionestado,Shape__Length
560,1,90A01,47,82,109,100,Transversal del Caribe,Lomita Arena - Barranquilla,2, , ,2, ,IGAC (Contrato 2932/2008),acf5af7a-97df-4f68-be08-00fa04c7a0ec,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,85208.8445289507
561,1,4507,45,0,61,0,Troncal del Magdalena,El Espinal - Girardot,2, , ,2, ,IGAC (Contrato 2932/2008),c793f314-093d-4b73-b9b4-bbe096c9b39a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,19361.3589080764
562,1,4004B,0,0,23,800,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Chicoral,2, , ,2, ,Google Maps,11fb4e2c-1666-4e46-80b3-9f9e40c78152,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,51456.0806883544
563,1,6003,92,24,92,280,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),1a48f534-6b69-4b8e-b870-0427ef89c600,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,534.247742533429
564,1,90A01,78,513,78,534,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Cajacopi),1,1, ,2,90,IGAC (Contrato 2932/2008),bafd7ef5-7b9b-4f97-89fd-88c5bd0882a4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,20.9844468329087
565,1,6206,95,198,97,1136,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,1, ,2, ,IGAC (Contrato 2130/2014),4f00868f-c12f-48bf-af1d-9340d18f7056,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,3199.7700892572
566,1,3702,58,255,138,200,Circuitos Ecoturisticos Huila - Cauca,Puente Río Negro - El Palo,1,5, ,1, ,IGAC (Contrato 2932/2008),b599092c-4552-4711-ad08-032f44dfbede,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,77528.9227546065
567,1,2504,0,0,77,0,Troncal de Occidente,Popayán - Santander de Quilichao,2, , ,2, ,IGAC (Contrato 2932/2008),07558cf7-8cf2-4902-9292-06c19f4e6fd7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,79889.9951427968
568,1,6003,44,200,88,100,Transversal Tribuga - Arauca,Peñalisa - Primavera,2, , ,1, ,IGAC (Contrato 2932/2008),ea36eb81-a5b5-4b8a-b7cd-2a48df800599,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,43543.5383070404
569,4,90ANB,0,0,7,790,Alterna Transversal del Caribe,Variante de Mellitos,1,3, ,3,90, ,7ae7e94a-b62a-491c-a9ce-bf544983effd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,7650.30747580889
570,1,7401,0,0,63,464,Transversal Puerto rey - Tibú,Puerto Rey - Monteria,2, ,1,2,74,IGAC (Contrato 2932/2008),f00473fa-40c8-4c7d-ba6e-57c9d6094d54,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,64212.854085187
571,1,90A01,79,480,79,494,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Playa Mendoza),1,1, ,2,90,IGAC (Contrato 2932/2008),98d282f7-69de-4e5f-9338-49cb253a6796,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,13.9955332943784
572,1,90A01,80,730,80,742,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Puerto Caiman),1,1, ,2,90,IGAC (Contrato 2932/2008),ad796389-13c6-4c4a-9edb-12978ff4f037,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,11.9961168349389
573,1,2302,0,120,146,725,Alternas a la Troncal de Occidente,Ansermanuevo - La Virginia,2,, ,2, ,IGAC (Contrato 2130/2014),d483b9b4-772a-440b-9067-5305b2f66ff2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,6133.81611057481
574,1,6003,0,0,44,200,Transversal Tribuga - Arauca,La Mansa - Peñalisa,1,1, ,1, ,IGAC (Contrato 2932/2008),ea16a854-4305-41d0-a94a-62c3fc137602,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,43876.225287338
575,1,40VLA,0,0,10,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Sena - Intersección Citronela,2,1, ,2, ,IGAC (Contrato 2932/2008),f87c2361-8f95-4920-a6bd-cd2910b9b322,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,12403.7985672782
576,1,6201,0,0,53,815,Troncal de Uraba,Turbo - Chigorodó,2, , ,2, ,IGAC (Contrato 2932/2008),0d093666-f33a-49da-8ce6-daa4b57787a3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,71940.9444826976
577,1,90A01,81,618,81,629,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Peaje),1,1, ,2,90,IGAC (Contrato 2932/2008),49c39313-a46e-4e14-a584-254707ddd3c2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,10.9964314829622
578,1,90ANA,0,0,3,884,Transversal del Caribe,VARIANTE ARBOLETES,1,3,1,1,90,ANI,a1ea6ed8-89e8-4f5f-8bd1-58273fa3ab7d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,4561.91668936774
579,1,40TL06,2,847,6,118,Troncal del Magdalena,Cruce Ruta 40 (Variante Chicoral) - Cruce Ruta 45 (Girardot),2, ,1,2,40,Archivos SHP suministrados por la ANI,7a955e80-de94-4f02-99c7-6678f2ab1b21,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,8162.87380300851
580,1,6003,88,100,90,0,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),ceab3075-3cca-4696-b81e-0dd3a246d07b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,1937.14814715911
581,1,6003,90,131,90,342,Transversal Tribuga - Arauca,Sector Rectificado,1,1, ,1, ,IGAC (Contrato 2932/2008),0185843f-befe-4a20-98c9-fab66cadc21c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,210.950689962074
582,1,6003,91,441,91,782,Transversal Tribuga - Arauca,Sector Rectificado,1,1, ,1, ,IGAC (Contrato 2932/2008),bf0912dd-e705-4af7-a0e9-55cfce1f4dbc,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,341.383830515622
583,1,4510,38,13,38,432,Troncal del Magdalena,Puente Puerto Salgar - Caño Alegre,2, , ,1, ,IGAC (Contrato 2130/2014),da328659-27bc-4484-8220-8c5c555a05a6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,611.488568361731
584,1,7008,69,0,128,0,Acceso a Cucuta y Venezuela,Segmentos  Viales fuera de Servicio,1,1, ,2, ,IGAC (Contrato 2130/2014),e527cd96-0a2a-456a-bd01-4a999bb3fa88,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,338.727102733331
585,1,45100,9,830.6,10,406.4,Troncal del Magdalena,Segmentos  Viales Fuera de Servicio,2, , ,2, ,IGAC (Contrato 2130/2014),aa11e704-c5a1-4d5a-b83a-38d94679ca7a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,543.207378104621
586,1,4004,0,0,37,842,Transversal Buenaventura - Villavicencio - Puerto Carreño,Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal),2, , ,1, ,IGAC (Contrato 2932/2008),4db3008d-a670-48c4-a9a1-fd4a9b35dee1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,51454.8263822443
587,1,6003,93,700,95,31,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),1958923b-0a55-4a2c-a41a-0fb647e334a9,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,1396.36834100203
588,1,7007,9,10,9,160,Acceso a Cucuta y Venezuela,Segmentos  Viales fuera de Servicio,1,2, ,1, ,IGAC (Contrato 2932/2008),5664513d-8e36-417a-93be-d6a46a8dbd3b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,147.53039278707
589,1,2504,77,0,91,0,Troncal de Occidente,Santander de Quilichao - Ye de Villa Rica,2, , ,2, ,IGAC (Contrato 2932/2008),e52ef908-a08e-4480-8149-715a4b33764f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,28205.6536838277
590,1,25AT04,0,0,31,150.02, ,Cruce Ruta 25 (Villa Maria) - Cruce Ruta 90A (Cienaga de Rincón),2, ,1,2,25,Archivo SHP suministrdo por la ANI,7e72018d-e7d3-415f-861b-a003f63e8804,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,68826.371303984
591,1,9002,0,0,82,49,Transversal del Caribe,Necoclí – Puerto Rey,1,3,1,1,90,IGAC (Contrato 2932/2008),99e353c0-3d62-417d-9558-9a239e354879,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,78534.2465708378
592,1,40TLD,0,0,6,300,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Gualanday (Calzada Izquierda),2, , ,1, ,Google Maps,257b7c0e-7903-4371-abc0-c23bb79ed653,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,7481.77846360419
593,4,40TLD,0,0,4,874,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Gualanday (Calzada Derecha),2, ,1,1,40,ANI,e46c507b-c098-499c-8a75-3607f130818c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,4872.23519370613
594,1,2513,18,876,19,546,Troncal de Occidente,Caucasia - Planeta Rica - Antiguo Puente San Jorge,1,2, ,1,25,IGAC (Contrato 2932/2008),05a97e06-c7c0-4dbc-b9c9-23c28dab6f69,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,951.500282760436
595,1,2515,108,250,138,695,Troncal de Occidente,Carreto - Calamar,2, , ,1, ,IGAC (Contrato 2932/2008),e17a9efe-8cea-4e00-92db-c71e78e90ed4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,30927.7393457617
596,1,6005,0,0,3,0,Transversal Medellin - Bogotá,Santuario - Peaje Cocorna,2,,1,1,60,IGAC (Contrato 2932/2008),2f4061d8-1595-4a2a-8362-e23e2a227431,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,3183.13415998639
597,1,9002,82,0,86,858,Transversal del Caribe,Arboletes – Puerto Rey,1,1,1,1,90,IGAC (Contrato 2932/2008),f3233233-387c-4c39-8417-49ead03777f9,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,4813.36170520119
598,4,74CRA,0,0,5,480,Transversal Puerto rey - Tibú,Variante Cereté,2,,3,3,74,Por Defnir,5046ebe5-9d57-4119-8aac-2aaa21a1a91f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,6724.70417933321
599,4,21CR04,0,0,28,733.7,Alternas a la Transversal del Caribe,Santa Lucia - San Pelayo,2,,1,1,21,Entrega del Contratista,0f70deca-953c-4ec3-882d-04bc3b9811dc,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,28742.1023553871
600,Por Definir,5505B,0,0,21,287,ANILLO VIAL OCCIDENTAL DE CÚCUTA,Anillo Vial de Occidente,1,5,1,1,55,Por Defnir,1b4609bb-de48-454c-9a4d-a59aaf37e9f5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,21254.045712788
601,2,55ST02,0,0,124,0,Málaga - Los Curos,55ST02,1,1,3,1,55,Por Defnir,3dc3cb53-9b8b-4471-b2f3-c85dd2364ee2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,1242.8864826304
603,1,6204,16,0,71,0,Troncal de Urabá ,Puente Aurra - Medellín ,1,1,1,1,62,Administrador vial,2515a221-6246-4e7a-bacd-79813ed13539,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,54912.4434548052
604,1,4003A,5,0,36,92,Tramo alterno,Calarcá - Cajamarca,1,1,1,2,40,Por Defnir,c471a1f8-f37e-45e1-a9bf-c097d8c68d3e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,31807.2257144589
605,Por Definir,25CCA,5,100,6,550,Troncal de Occidente,Paso por Santander de Quilichao,2,,3,3,25,IGAC (Contrato 2932/2008),33969eaa-dc98-4c67-92ca-59835ecb7b83,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,1694.86829378178
606,Por Definir,3105,83,800,85,0,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,2,,3,3,31,IGAC (Contrato 2932/2008),121d1adc-da90-4cb6-aca5-ecc8874d1b1d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,1382.00698678188
607,Por Definir,3105,87,610,88,0,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,2,,3,3,31,IGAC (Contrato 2932/2008),fadb8744-a435-4b09-b60f-f5d4d5840599,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,572.811456211256
608,Por Definir,3105,85,0,87,610,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,1,,3,3,31,IGAC (Contrato 2932/2008),afb229c1-8930-4b1f-914d-baf7a22cb8ef,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,5172.71301347388
609,Por Definir,23VL02,4,800,12,200,Circuito Cali - Palmira,Paso de La Torre - Siberia (Variante Yumbo),2,,3,3,23,IGAC (Contrato 2932/2008),671510df-25aa-48b2-b56e-e1e1c14101c5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,14465.5161864804
610,Por Definir,23VL01,0,0,4,800,Circuito Cali - Palmira,Paso de La Torre - Siberia (Variante Yumbo),3,,3,3,23,IGAC (Contrato 2932/2008),48fbc685-68fa-4c75-9739-9e4e5421d159,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,10889.2572038385
611,Por Definir,23VL01,0,0,15,0,Circuito Cali - Palmira,Glorieta Cencar - Aeropuerto - Cruce Ruta 25,3,,3,3,23,IGAC (Contrato 2932/2008),9cb3c0a6-6bf0-4526-b855-78b3c2174efb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,32340.3512288536
612,Por Definir,23VL01,0,0,15,0,Circuito Cali - Palmira,Glorieta Cencar - Aeropuerto - Cruce Ruta 25,1,,3,3,23,IGAC (Contrato 2932/2008),62152d9d-6960-481d-954b-43b97ad934e5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,1357.30542732972
613,Por Definir,2505B,0,0,0,360,Alternas a la Troncal de Occidente,Palmaseca - El Cerrito,1,,3,3,25,IGAC (Contrato 2932/2008),58198ea9-474f-452d-bffd-218fcbac2cf6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,775.897364720166
614,Por Definir,2505B,27,700,28,172,Alternas a la Troncal de Occidente,Palmaseca - El Cerrito,1,,3,3,25,IGAC (Contrato 2932/2008),b67862b0-8b4c-4476-a5cd-c7fc97cdc1ab,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,1160.72132349175
615,Por Definir,25CCA,0,0,5,100,Troncal de Occidente,Paso por Santander de Quilichao,3,,3,3,25,IGAC (Contrato 2932/2008),543defe6-8b87-4f2c-a1a7-8640e2881840,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,5645.33688129577
616,Por Definir,2505B,0,360,27,700,Alternas a la Troncal de Occidente,Palmaseca - El Cerrito,3,,3,3,25,IGAC (Contrato 2932/2008),7c47234c-924d-45f8-b1b3-a5d23eb90743,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,48399.719764995
617,1,4008,109,619,111,970,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puerto López - Puerto Gaitán,1,,3,1,40,IGAC (Contrato 2932/2008),712a9645-f285-41db-b609-977a0dc1981d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,2303.06246214516
618,1,55NSA,0,0,18,160,Alternas a la Troncal Central del Norte,Glorieta K8 - Redoma el Salado,1,2,3,2,55,IGAC (Contrato 2932/2008),511dc5e7-92b0-4dec-ae9f-bf5b0bc4587d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,37373.7046821159
619,1,5505,131,500,140,0,Troncal Central del Norte,Los Patios - Cúcuta,1,5,3,2,55,IGAC (Contrato 2932/2008),7ee6fae0-9fe1-473b-afc2-0361286b8cae,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,14382.0686505359
623,1,UF1,0,0,0,0,Bucaramanga - Barrancabermeja - Yondó,Por Definir,2,,3,3,PDef,Por Definir,d3438388-52ca-49c3-b364-08a5867f2a38,UF 1  Yondo - Rancho Camacho,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,78279.0059758794
626,Por Definir,60AN03,0,0,0,0,Por Definir,Por Definir,2,,3,3,PDef,Por Definir,b27ad517-0373-4fc5-98f6-6263861f7836,Por Definir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,16754.0570409108
629,1,4003,0,0,50,365,Transversal Buenaventura - Villavicencio - Puerto Carreño,Armenia - La Línea,1,1,1,2,40,IGAC (Contrato 2932/2008),0c8c53ff-9fd6-4e37-92a0-18468807ac58,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,49842.0893620188
630,1,6203,0,0,59,635,Troncal de Uraba,Dabeiba -Cañasgordas,2,,3,1,62,,ca23ab20-ced6-4f4f-8c49-01d6c80ae334,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,58881.6176908583
1033,Por Definir,4514,27,280,29,384,Troncal del Magdalena,San Alberto - La Mata,1,2,3,3,45,IGAC (Contrato 2932/2008),adef486f-1f29-4625-a05c-152c05287962,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,1860.01570738473
1432,Por Definir,4514,0,0,27,280,Troncal del Magdalena,San Alberto - La Mata,2,,3,3,45,IGAC (Contrato 2932/2008),13eb3ff6-c0fa-485d-88f3-e1822c0b3587,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,51224.2391617298
1831,Por Definir,4514,29,384,64,990,Troncal del Magdalena,San Alberto - La Mata,2,,3,3,45,IGAC (Contrato 2932/2008),03ff5e39-0f00-4ea7-9a5e-383c8b691f14,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,68747.3088089001
1832,Por Definir,4514,0,0,27,280,Troncal del Magdalena,San Alberto - La Mata,1,,3,3,45,IGAC (Contrato 2932/2008),1235aa41-07d7-4c6b-b24e-4ad5ed175126,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,3677.24034986781
1833,Por Definir,4514,0,0,27,280,Troncal del Magdalena,San Alberto - La Mata,2,,3,3,45,IGAC (Contrato 2932/2008),099ecb90-3a46-4ab9-97ba-6d574dc080c1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,167.802427776956
2231,Por Definir,4514,68,840,100,0,Troncal del Magdalena,San Alberto - La Mata,2,,3,3,45,IGAC (Contrato 2932/2008),c7091c47-2b37-4475-a06f-31912f001cd8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,17450.7816558421
2631,Por Definir,4514,0,0,27,280,Troncal del Magdalena,San Alberto - La Mata,2,,3,3,45,IGAC (Contrato 2932/2008),6a72d52e-ec25-4193-b2c0-9497b38dcc18,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,1486.7066799028
3432,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,3,40,IGAC (Contrato 2932/2008),6b161fd1-a746-4e7e-9a10-a62cb12724a2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,14235.2575726088
3434,1,4001,62,408,118,412,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce Ruta 40 (Loboguerrero) - Buga,2,,3,3,40,IGAC (Contrato 2932/2008),0204e7ba-2df7-4038-a5a9-13d90e25eb50,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,18738.5073884799
3435,Por Definir,45ACNB,0,0,3,600,Alternas a la Troncal Central,Variante Portachuelo,2,,3,3,45,Google Maps,0f3fa341-7498-478e-92ba-d6839eb70865,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,96.8811349862035
3437,Por Definir,45ACNB,0,0,3,600,Alternas a la Troncal Central,Variante Portachuelo,2,,3,3,45,Google Maps,e312dd70-8173-4145-a55b-18ff55d53246,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,44.9734857122672
3831,1,4001,19,800,62,408,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),2,,3,3,40,IGAC (Contrato 2932/2008),9b4b5c61-5fe2-4fcb-b389-afe23b670215,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,1288.51713066037
3833,1,4001,62,408,118,412,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce Ruta 40 (Loboguerrero) - Buga,1,1,3,3,40,IGAC (Contrato 2932/2008),1ea80eee-8190-42ce-aad5-31b6b8020885,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,3439.13455642245
4231,1,4001,62,408,118,412,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce Ruta 40 (Loboguerrero) - Buga,2,,3,3,40,IGAC (Contrato 2932/2008),02108ef4-0c72-413c-9388-15c7829a17fb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,21282.7665295428
4631,Por Definir,45ACNB,0,0,3,600,Alternas a la Troncal Central,Variante Portachuelo,2,,3,3,45,Google Maps,4667ece4-3aff-470e-8e1f-ffda4ec19a61,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,4236.3599325017
4632,Por Definir,45ACNB,0,0,3,600,Alternas a la Troncal Central,Variante Portachuelo,2,,3,3,45,Google Maps,2fddfc98-8441-4b8c-a55f-6efa755ba725,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,1355.24312562069
